id;nom;niveau;complexite;discipline;sphere;cout;tempsIncantation;uniteIncantation;difficulte;cle;effet;rulebook;effetJeu;perception;duree;dureeUnite;cibles;tags
les-clefs-du-destin;Les clefs du destin;3;70;Sorcellerie;Métal;2;30;Minute;15;Runes de la révélation, du métal et de la transformation à entrelacer sur l'objet (Manuel+Don artistique: Gravure Diff.15), chant des Matières Essentielles, gestuelle de malaxage et d'assouplissement de l'objet.;"Ce sort repose sur la croyance qui stipule que ""tout outil existe en fait au sein d'un autre, il suffit de le révéler comme le sculpteur dévoile la statue qui existe au sein du bloc de marbre."" En se concentrant sur une certaine utilisation, le personnage peut transformer un objet métallique (ou même un simple lingot) en un outil parfaitement approprié à l'usage auquel il pense. Au maximum, ce sort peut affecter un objet d'un kilo par point dans la Sphère du métal. Il peut être lancé par avance sur un objet et activé seulement par un mot choisi par le mage (auquel cas il prend la forme que le mage a prévu durant son incantation, sans qu'aucune modification ne soit possible). Dans ce cas, l'objet peut se transformer une fois, dans la limite de Sphère jours. On peut bien sûr porter plusieurs fois le sort sur un même objet, tant que les mots de commande sont différents. L'objet prend forme en une action et reprend sa forme originelle au bout d'une heure. La Difficulté de base est de 15, mais certains objets complexes requièrent des NR pour émerger: 0 pour un simple stylet ou un burin, 1 NR pour un loquet de porte ou des tenailles, 2 NR pour un outil mécanique ou comportant des parties mobiles complexes, un ressort ou encore un engrenage, etc... Si l'objet d'origine est déjà un objet mécanique, l'interaction entre la Sphère du métal et la science humaniste augmente la Difficulté de 5. Par contre, il sera ainsi possible de transformer un ressort ou un mécanisme d'arbalète en poinçon ou en burin, etc.";forges-de-kezyr;"Transforme un objet métallique, ou un simple lingot, en un outil approprié à l'usage auquel le mage pense. Poids maximum d'un kilo par point de Sphère du métal. Difficulté de base 15, avec des NR pour les objets complexes : 0 pour un stylet ou un burin, 1 pour un loquet ou des tenailles, 2 pour un outil mécanique à parties mobiles, ressort ou engrenage. Un objet d'origine déjà mécanique augmente la Difficulté de 5, mais permet de transformer un ressort ou un mécanisme d'arbalète en poinçon ou en burin. L'objet prend forme en une action et reprend sa forme originelle au bout d'une heure. Le sort peut être lancé par avance et activé par un mot choisi par le mage — la forme est alors figée à l'incantation, l'objet ne se transforme qu'une fois, dans la limite de (Sphère) jours ; on peut le lancer plusieurs fois sur un même objet avec des mots de commande différents.";;1;hour;;creation,object,utility
le-manteau-de-foudre;Le manteau de foudre;3;80;Sorcellerie;Métal;10;2;Heure;27;Poudre d'argent (consommée), rune du métal (à tisser ou à broder), chant du métal scandé sous un orage (magique ou non);Ce sort peut être lancé sur un vêtement, une cape, un manteau ou même une armure. Seul impératif, que le vêtement comporte des éléments de métal (clous, rivets, mailles, boucles). Bien souvent, les mages du métal le lancent sur les capes de mailles fines qu'ils portent au dessus de leurs vêtements. Dès que l'armure ou le vêtement est touché par une arme en métal, elle devient capable de déchaîner la foudre vengeresse de Kezyr. Les dommages sont de 2D10+5 et cet effet peut être déclenché jusqu'à (Tendance Dragon du porteur) fois par jour, mais le porteur n'a aucun pouvoir sur le déclenchement, qui est systématique à chaque touche. Ce sort dure un Augure. Il n'est pas possible de se prémunir matériellement de cette attaque, de la parer, de l'esquiver ou de comptabiliser une armure physique. On ne peut prendre en compte que les protections dues à un enchantement ou un objet ensorcelé, tel qu'une armure, un talisman ou un sort.;forges-de-kezyr;Se lance sur un vêtement, une cape, un manteau ou une armure comportant des éléments de métal (clous, rivets, mailles, boucles). Dès que la pièce est touchée par une arme en métal, elle inflige 2D10+5 points de dommages, jusqu'à (Tendance Dragon du porteur) fois par jour. Le déclenchement est systématique à chaque touche : le porteur n'a aucun contrôle dessus. L'attaque ne peut être ni parée, ni esquivée, et l'armure physique ne compte pas — seules les protections dues à un enchantement ou à un objet ensorcelé s'appliquent.;L'armure déchaîne la foudre vengeresse de Kezyr.;1;augure;;attack,protection,object,combat
memoire-de-la-terre;Mémoire de la terre;1;5;Instinctive;Nature;3;5;Action;15;Dessin de la créature recherchée tracée sur le sol (Manuel+Don artistique: Dessin Diff.15), sève végétale (pour tracer le dessin, consommée), posture (genoux à terre, mains de chaque côté du dessin);En entrant en contact avec la conscience du sol et de la terre, le mage peut apprendre si une créature particulière est passée par là (zone de 10 m² environ) récemment. La durée écoulée depuis son passage varie selon le score en Sphère de la Nature à raison d'une semaine par point. Lorsqu'il lance le sort, le mage doit dessiner le type de créature qu'il recherche - dragon, humain, oiseau, rongeur, félin, etc. - et pour chaque NR, il peut obtenir une information supplémentaire - humain corrompu, dragon du feu. Ce sort ne fonctionne jamais dans les villes ou les villages et ne peut apporter des informations que sur une créature.;enfants-de-heyra;Apprend si une créature particulière est passée dans une zone d'environ 10 m², jusqu'à une semaine dans le passé par point de Sphère de la Nature. Le mage doit dessiner le type de créature qu'il cherche — dragon, humain, oiseau, rongeur, félin — et obtient une information supplémentaire par NR, comme « humain corrompu » ou « dragon du feu ». Ne renseigne que sur une seule créature et ne fonctionne jamais dans les villes ou les villages.;Le mage entre en contact avec la conscience du sol et de la terre.;;;;detection,place,exploration
ouverture-des-terres;Ouverture des terres;1;10;Instinctive;Nature;5;1;Action;15;Rune de la nature tracée dans le sol, poignée de glaise (consommée), posture (poing brandi écrasant la glaise en un mouvement de haut en bas);Ce sort n'est utilisable que dans un milieu naturel, sur un terrain meuble ou la terre (et donc à l'exclusion des pavés, des rues ou des montagnes rocheuses). Le magicien ouvre une faille sous les pieds de sa cible (à moins de 30+5/NR m), qui s'enfonce au rythme de 50cm par tour. La victime peut faire un jet de Physique + Coordination contre une Difficulté de 15 pour se libérer, mais cela nécessite de dépenser une action complète à ne faire que cela. De plus, la Difficulté du jet est augmentée de 5 par tour. Si rien n'est fait, la victime est complètement enterrée au bout de 4 tours. On applique alors les règles de l'asphyxie, p.194 du Livre de Base.;enfants-de-heyra;Utilisable uniquement en milieu naturel, sur terrain meuble ou terre — jamais sur des pavés, une rue ou une montagne rocheuse. Ouvre une faille sous les pieds d'une cible située à moins de (30 + 5 par NR) m, qui s'enfonce de 50 cm par tour. La victime se libère sur un jet de Physique + Coordination contre une Difficulté de 15, en y consacrant une action complète, la Difficulté augmentant de 5 par tour. Sans réaction, elle est complètement enterrée au bout de 4 tours et les règles de l'asphyxie s'appliquent.;;;;;debuff,enemy,combat
les-mille-regards-de-la-nature;Les mille regards de la Nature;1;15;Instinctive;Nature;4;1;Action;15;Rune de la nature, yeux fermés, œil d'animal séché (consommé);En serrant dans sa main l'œil séché, le mage peut effectuer un jet de Mental + Perception contre une Difficulté de 15 pour tenter de voir une scène située hors de son champ de vision, du moment qu'elle se situe sur le même type de sol que celui où se trouve le mage (terre, roche brute, marécages, plage...). Ce sort est inefficace en ville, mais fonctionne en villages. Le sort dure 2+1/NR tours, et son éloignement maximal est égal à 4 mètres par niveau de Sphère de la Nature du mage et il est possible de changer de scène à chaque action (chaque changement demandant un jet). Il est ainsi possible d'observer ce qui se passe dans une pièce adjacente mais, pour chaque mur ou paroi qu'il traverse ainsi, le mage doit dépenser 1 point de magie supplémentaire. Il est impossible d'entendre, de parler ou d'agir de quelque manière que ce soit.;enfants-de-heyra;"Sur un jet de Mental + Perception contre une Difficulté de 15, permet de voir une scène hors du champ de vision, à condition qu'elle se situe sur le même type de sol que le mage (terre, roche brute, marécage, plage). Éloignement maximal de 4 mètres par niveau de Sphère de la Nature. Changer de scène est possible à chaque action, chaque changement demandant un nouveau jet ; chaque mur ou paroi traversé coûte 1 point de magie supplémentaire. Impossible d'entendre, de parler ou d'agir de quelque manière que ce soit. Inefficace en ville, mais fonctionne dans les villages.";Le mage serre dans sa main l'œil séché.;2 + 1 par NR;round;;detection,exploration
fontaine-des-ondines;Fontaine des Ondines;1;5;Invocatoire;Nature;3;3;Tour;15;Rune de la nature, rune des océans, chant des torrents (Don artistique: Chant Diff.15);Le mage fait apparaître, là où il a tracé ses runes, une petite fontaine d'eau pure et fraîche - capable de fournir 100 + 50/NR litres d'eau cristalline en quelques minutes. Le nom du sort vient des chants d'ondines que l'on entend lorsque l'eau apparaît, en écho au chant du mage.;enfants-de-heyra;Fait apparaître, là où le mage a tracé ses runes, une petite fontaine fournissant (100 + 50 par NR) litres d'eau pure et fraîche en quelques minutes.;On entend des chants d'ondines lorsque l'eau apparaît, en écho au chant du mage.;;;;creation,exploration
serviteur-de-heyra;Serviteur de Heyra;1;20;Invocatoire;Nature;4;4;Tour;18;Rune de la nature, cercle sacré de la nature (Manuel+Conn. de la magie Diff.15), un peu de nourriture (consommée);Grâce à ce sortilège, le mage peut invoquer une petite créature naturelle qui lui rendra de menus services - chercher à manger, montrer le chemin, monter la garde, etc. Le serviteur est incapable de se battre et fuira au moindre signe de danger. Il peut porter de petits objets et partager toutes les images mentales que le mage est capable de lui fournir - lui permettant ainsi de retrouver quelque chose ou quelqu'un dans une zone donnée. Le serviteur ne peut en aucun cas quitter son milieu naturel et reste présent 1 heure par point en Sphère de la nature.;enfants-de-heyra;Invoque une petite créature naturelle qui rend de menus services — chercher à manger, montrer le chemin, monter la garde. Incapable de se battre, elle fuit au moindre signe de danger. Elle porte de petits objets et partage toutes les images mentales que le mage lui fournit, ce qui permet de retrouver quelque chose ou quelqu'un dans une zone donnée. Elle ne peut en aucun cas quitter son milieu naturel et reste présente 1 heure par point en Sphère de la nature.;;SPHERE;hour;;summoning,utility,exploration
les-yeux-dellorian-dorsac;Les yeux d'Ellorian Dorsac;1;20;Invocatoire;Nature;4;1;Tour;16;Deux pendentifs portant la rune de la nature (un sur le mage, un sur le familier), posture (bras à l'équerre, index et majeurs masquant les yeux), cri du familier imité par le mage (Social+Conn. des animaux Diff.15).;En lançant ce sort avec son familier situé à moins de vingt mètre, le mage peut voir par les yeux de l'animal durant 3+2/NR tours. C'est une vision partagée et le familier ne perd pas la vue. L'animal peut se déplacer et agir à son gré durant les effets du sort et il est impossible de le contrôler par le biais du sort. Ce sort est généralement utilisé par les mages possédant un familier dressé qu'ils peuvent commander de façon relative. Ellorian Dorsac est le mage qui a inventé ce sort. Aveugle, il a pu continuer à combattre une créature de Kalimsshar en utilisant la vue de ses familiers.;enfants-de-heyra;Avec son familier situé à moins de vingt mètres, le mage voit par les yeux de l'animal. Vision partagée : le familier ne perd pas la vue, se déplace et agit à son gré, et le sort ne permet pas de le contrôler.;;3 + 2 par NR;round;;detection,exploration
coursier-sylvestre;Coursier sylvestre;1;20;Invocatoire;Nature;12;15;Tour;15;Encens de Heyra, posture (méditation allongé au sol, en posture fœtale), cercle runique formé de mousse et de fleurs.;A la fin de la méditation, le mage sort de sa transe alors que les runes du cercle émettent des rayons de lumière verdâtres qui jaillissent vers le ciel. Le magicien attire alors l'attention d'un fils de Heyra (le plus proche) pour lui demander conseil ou solliciter un transport personnel vers une destination précise. Le dragon est de la seconde tranche d'âge + 1/NR. Le dragon vient par ses propres moyens (et donc peut mettre un moment à arriver), n'a aucune obligation vis à vis du mage et ne vient pas pour se battre (il a d'ailleurs probablement d'autres affaires en cours à régler). Le magicien doit avoir une bonne raison de demander son aide et un présent pour service rendu n'est jamais superflu. Les dragons de Heyra peuvent priver l'invocateur de l'usage de la Sphère de la nature pour un jour par tranche d'âge s'ils estiment que sa requête est futile mais aussi corriger le mage pour lui remettre les idées en place. Les dragons de la nature sont par essence enclins à rester un moment avec les humains qu'ils rencontrent afin de veiller sur eux, interférant parfois avec leurs affaires s'ils l'estiment nécessaire. Ils auront tendance à vouloir guider les hommes et les instruire avec sagesse, et alterneront les attitudes bienveillantes et directives.;enfants-de-heyra;Attire l'attention du fils de Heyra le plus proche pour lui demander conseil ou solliciter un transport vers une destination précise. Le dragon est de la seconde tranche d'âge + 1 par NR. Il faut une bonne raison de solliciter son aide et un présent pour service rendu n'est jamais superflu. Les dragons de Heyra peuvent priver l'invocateur de sa Sphère de la nature pour un jour par tranche d'âge s'ils jugent la requête futile, et aussi le corriger pour lui remettre les idées en place. Enclins à rester un moment auprès des humains pour veiller sur eux, ils interfèrent parfois dans leurs affaires et alternent attitudes bienveillantes et directives.;À la fin de la méditation, le mage sort de transe tandis que les runes du cercle émettent des rayons de lumière verdâtre qui jaillissent vers le ciel.;;;;summoning,communication,ritual
automne-precoce;Automne précoce;2;35;Instinctive;Nature;5;2;Action;17;Une feuille morte (consommée), rune du Cycle du silence, chant harmonique grave;Ce sort ne fonctionne que dans un lieu boisé. Les feuilles tombent des arbres et vont tourbillonner autour de 1+1/NR cibles désignées par le mage, situées à moins de trente mètres de lui. Chaque fois qu'elles souhaitent agir, les victimes doivent dépenser une action supplémentaire et voient la Difficulté de toutes leurs actions physiques augmenter de 3. Ce sortilège reste actif pendant un nombre de tours égal à la Tendance Dragon du mage.;enfants-de-heyra;Fonctionne uniquement en lieu boisé. (1 + 1 par NR) cibles désignées à moins de trente mètres doivent dépenser une action supplémentaire chaque fois qu'elles souhaitent agir, et voient la Difficulté de toutes leurs actions physiques augmenter de 3. Reste actif un nombre de tours égal à la Tendance Dragon du mage.;Les feuilles tombent des arbres et tourbillonnent autour des cibles.;;;1 + 1 par NR;debuff,enemy,combat
benediction-de-heyra;Bénédiction de Heyra;2;35;Instinctive;Nature;2;1;Action;17;Main tendue vers l'agression, mot mystique d'appel à la bienveillance de la Nature (Social+Connaissance de la Magie Diff. 15), posture d'interposition;Ce sort peut être utilisé comme action de défense au même titre qu'une parade ou une esquive et ce en utilisant un dé d'action comme prévu au chapitre Combat. Il ne peut être utilisé que si le lanceur se trouve à moins de (Sphère de la nature) mètres d'un arbre ou d'un animal susceptible de subir des dommages à sa place. Au moment où le mage va subir une blessure, il peut lancer le sort et effectuer un jet de Empathie + Magie Instinctive contre une Difficulté de 15 pour entrer en symbiose immédiate avec l'arbre ou l'animal de son choix. Ce dernier subit les dommages à sa place, mais le mage gagne immédiatement un nombre de cercles de Tendance Fatalité égal à 2 + le malus lié à la Blessure qu'il aurait dû subir. Si la créature ou le végétal meurt de cette blessure, le mage gagne immédiatement 1 point de Tendance Fatalité et perd l'usage de ce sortilège pour un Augure. Sa Sphère Nature est également réduite de 1 de façon permanente.;enfants-de-heyra;S'utilise comme action de défense, au même titre qu'une parade ou une esquive, et consomme un dé d'action. Le lanceur doit se trouver à moins de (Sphère de la nature) mètres d'un arbre ou d'un animal. Au moment de subir une blessure, il réussit un jet d'Empathie + Magie Instinctive contre une Difficulté de 15 pour entrer en symbiose avec lui : la créature ou le végétal subit les dommages à sa place, mais le mage gagne aussitôt un nombre de cercles de Tendance Fatalité égal à 2 + le malus lié à la Blessure évitée. Si la créature ou le végétal en meurt, le mage gagne immédiatement 1 point de Tendance Fatalité, perd l'usage de ce sortilège pour un Augure, et sa Sphère Nature est réduite de 1 de façon permanente.;;;;;protection,self,combat
transformation-vegetale;Transformation végétale;2;40;Instinctive;Nature;8;3;Action;20;Rune de nature (à tracer sur la matière), mélange de tourbe et de sciure de bois (à étaler sur l'objet ou la matière, consommé), psaume sourd;Ce sort très puissant transforme instantanément toute matière solide en bois sur un volume de 1+1/NR m³ au toucher. Le métal, la pierre ou même la glace peuvent être affectés par cet effet. Si la cible est un objet manufacturé et ensorcelé (par magie, artisanat élémentaire ou fabrication Légendaire), le mage doit réussir un jet d'incantation au moins égal au jet de Compétence ou d'incantation qui a rendu l'objet enchanté. La transformation perdure une heure. A l'expiration du sort, la matière garde son état et peut donc avoir été détruite.;enfants-de-heyra;Transforme instantanément en bois toute matière solide au toucher, sur (1 + 1 par NR) m³ — métal, pierre, même glace. Si la cible est un objet manufacturé et ensorcelé (magie, artisanat élémentaire ou fabrication Légendaire), le jet d'incantation doit au moins égaler le jet qui a rendu l'objet enchanté. À l'expiration, la matière garde son état et peut donc avoir été détruite.;;1;hour;;utility,object,combat
lien-primordial;Lien primordial;2;30;Instinctive;Nature;5;3;Action;18;Rune de la nature (à tracer sur la partie du corps étant altérée), goutte de sang de la créature imitée (à mélanger avec une goutte de sang de la cible), cri de la créature imitée (Présence +Connaissance des animaux Diff.15);Ce sortilège permet au mage de partager brièvement n'importe quelle caractéristique physique d'une créature vivante de son choix lui étant connue – dragons et humains exclus. En lançant ce sortilège, le mage doit déterminer la créature et la caractéristique qu'il souhaite partager – la résistance du chêne, la rapidité du loup, la vision nocturne d'un prédateur, etc. Il est impossible de voler de cette façon, car le corps du mage ne se modifie pas au point de lui faire pousser des ailes. Le sortilège dure Sphère de la nature tours et permet de gagner une faculté ou un bonus de Caractéristique de 1+1/NR points. Durant cette période, les Attributs et valeurs de jeu découlant de cette Caractéristique sont temporairement réévaluées selon le tableau de calcul des Attributs ou des seuils de blessure indiqué dans le livre de base p.76-77. Dans le cas de cases de blessures acquises temporairement, ce sont d'abord les cases de blessures du personnage qui seront cochées (et qui subsisteront donc). D'éventuelles cases de blessures temporaires cochées disparaissent sans effet secondaire.;enfants-de-heyra;"Partage une caractéristique physique d'une créature vivante connue du mage — dragons et humains exclus : la résistance du chêne, la rapidité du loup, la vision nocturne d'un prédateur. La créature et la caractéristique sont fixées au lancement. Impossible de voler ainsi, le corps du mage ne se modifiant pas au point de lui faire pousser des ailes. Dure (Sphère de la nature) tours et donne une faculté ou un bonus de Caractéristique de (1 + 1 par NR) points, les Attributs et valeurs qui en découlent étant temporairement réévalués. Pour des cases de blessure acquises temporairement, ce sont d'abord celles du personnage qui sont cochées et qui subsistent ; les cases temporaires cochées disparaissent sans effet secondaire.";;SPHERE;round;;buff,self,combat
rose-rouge;Rose rouge;2;30;Invocatoire;Nature;6;1;Tour;22;Pétale de rose ou pousse de rosier, rune de fertilité;Le magicien fait pousser devant lui un rosier dont les épines mouvantes suintent d'un poison foudroyant. La plante va grandir et former un cercle (Sphère de la nature x2) m² autour de l'invocateur en 1 tour. Toute créature tentant de franchir la barrière épineuse subit immédiatement 3D10+1D10/NR points de dommages (avec armure ou protection surnaturelle, mais sans bouclier). Si la cible est blessée (au moins une Egratignure), elle doit réussir un jet de Physique+Résistance contre une Difficulté de 20 ou subir immédiatement une blessure Fatale. La barrière flagelle toute créature éventuellement prise dans ses tiges à chaque tour, infligeant ses dommages à la fin du tour. La barrière dure une heure au maximum, mais peut être contournée par le haut (soit par des créature volantes ou très grandes), car elle ne s'élève qu'à hauteur d'épaule.;enfants-de-heyra;Fait pousser en 1 tour un rosier formant un cercle de (Sphère de la nature × 2) m² autour de l'invocateur. Toute créature tentant de franchir la barrière subit (3D10 + 1D10 par NR) points de dommages — armure et protection surnaturelle comptent, le bouclier non. Si elle est blessée, ne serait-ce que d'une Égratignure, elle doit réussir un jet de Physique + Résistance contre une Difficulté de 20 ou subir immédiatement une blessure Fatale. La barrière flagelle à chaque tour toute créature prise dans ses tiges, infligeant ses dommages en fin de tour. Dure une heure au maximum et ne s'élève qu'à hauteur d'épaule : elle se contourne par le haut, par une créature volante ou très grande.;Les épines mouvantes du rosier suintent d'un poison foudroyant.;1;hour;;attack,protection,area,combat
la-lame-du-chasseur;La lame du chasseur;2;40;Sorcellerie;Nature;5;1;Heure;20;Rune de Heyra (à porter sur l'arme), du sang de la créature visée (consommé), hurlement aux lunes;En procédant à un rituel nocturne, le mage enduit une arme d'un mélange à base de sang pour conférer à la lame un bonus au toucher et aux dommages contre une créature naturelle animale (excluant donc les peuples anciens, les dragons ou les hommes). Le bonus est égal à 3 + 1/NR. Il doit impérativement s'agir d'un type de créature précis qui, une fois déterminé, ne peut plus être changé. Une même arme ne peut recevoir deux fois l'enchantement de ce sortilège. Le sortilège s'applique quelle que soit la taille de l'arme, de la dague à l'épée à deux mains, car il diffuse son pouvoir sur toute la lame. Il permet également d'enchanter cinq flèches ou carreaux et perdure jusqu'au prochain coucher du soleil.;enfants-de-heyra;"Rituel nocturne enduisant une arme d'un mélange à base de sang : bonus de (3 + 1 par NR) au toucher et aux dommages contre un type précis de créature animale naturelle — peuples anciens, dragons et hommes exclus. Le type est fixé une fois pour toutes et une même arme ne peut recevoir deux fois l'enchantement. S'applique quelle que soit la taille de l'arme, de la dague à l'épée à deux mains, le pouvoir se diffusant sur toute la lame ; permet aussi d'enchanter cinq flèches ou carreaux. Perdure jusqu'au prochain coucher du soleil.";;;;;buff,object,combat
boue-primordiale;Boue primordiale;2;40;Sorcellerie;Nature;7;30;Minute;22;Rune de Moryagorn (tracée dans la boue), boue, poudre d'argent (consommée);En mélangeant la boue à divers ingrédients élémentaires, le mage créé un onguent qui, une fois appliqué sur le corps, confère une totale immunité contre un élément particulier durant (Sphère de la Nature) heures - flammes et chaleur, froid, électricité, etc. La quantité créée est suffisante pour 1+1/NR personnes de taille adulte. La boue confère sa protection même si le personnage qui se l'applique porte une armure, mais seule sa peau bénéficie du pouvoir protecteur - ainsi, ses vêtements et objets fragiles subissent les dommages normaux. La boue reste efficace une journée entière, après quoi, il est nécessaire de procéder à un nouveau rituel. Elle se conserve donc très mal (elle doit de plus être gardée au sec et à l'abri de la lumière sous peine de durcir), c'est pourquoi les mages n'en font jamais de réserve...;enfants-de-heyra;Crée un onguent qui, appliqué sur le corps, confère une totale immunité contre un élément particulier — flammes et chaleur, froid, électricité — pendant (Sphère de la Nature) heures. La quantité suffit pour (1 + 1 par NR) personnes de taille adulte. Protège même sous une armure, mais seule la peau en bénéficie : vêtements et objets fragiles subissent les dommages normaux. La boue reste efficace une journée entière, doit être gardée au sec et à l'abri de la lumière sous peine de durcir, et ne se conserve donc pas — les mages n'en font jamais de réserve.;;SPHERE;hour;1 + 1 par NR;protection,creation,object
refuge-vegetal;Refuge végétal;3;60;Invocatoire;Nature;7;9;Tour;18;Rune de la tanière suprême (Manuel+Conn. de la magie Diff.15), morceau de bois précieux (à déposer dans le gîte), berceuse de Heyra;Ce sortilège permet au mage de faire d'un abri sommaire (faille rocheuse, creux sous un arbre...) un abri solide et chaud, capable d'abriter 3+2/NR personnes de taille humaine (l'endroit se dilate et s'étend au moment du lancement). Le refuge protège du vent et du froid et, grâce à sa nature magique, dissuade les animaux et les prédateurs de s'en approcher. La guérison est accélérée à l'intérieur du refuge car toute nuit de repos complète compte en fait pour une journée de repos total (soit deux jours de moins à la période de guérison d'éventuelles blessures en cours de régénération). De plus, au matin, tous les mages non Fatalistes regagnent l'intégralité de leurs points de Magie, quelles qu'en soient les Sphères - sauf la Sphère de l'Ombre. Les êtres vivants possédant plus de 2 en Tendance Fatalité ne peuvent pénétrer dans le refuge. Ceux qui possèdent plus de 3 ne peuvent s'en approcher à plus de cinq mètres. Le refuge subsiste un jour complet.;enfants-de-heyra;"Transforme un abri sommaire — faille rocheuse, creux sous un arbre — en abri solide et chaud pour (3 + 2 par NR) personnes de taille humaine, l'endroit se dilatant au lancement. Protège du vent et du froid et dissuade animaux et prédateurs d'approcher. La guérison y est accélérée : toute nuit de repos complète compte pour une journée de repos total, soit deux jours de moins sur une régénération en cours. Au matin, tous les mages non Fatalistes regagnent l'intégralité de leurs points de Magie, quelles qu'en soient les Sphères, sauf celle de l'Ombre. Les êtres ayant plus de 2 en Tendance Fatalité ne peuvent y pénétrer ; au-delà de 3, ils ne peuvent s'en approcher à moins de cinq mètres. Subsiste un jour complet.";;1;day;3 + 2 par NR;protection,healing,place,exploration
marteau-de-chene;Marteau de chêne;3;60;Invocatoire;Nature;6;1;Tour;16;Brindille de bois précieux (consommée), kata de la colère de la Nature (Don artistique: Danse Diff.15), rune du Flux d'Ether (Manuel+Conn. de la magie Diff.15);En lançant ce sortilège, le mage invoque un peu de la puissance de la Nature qui, l'espace d'un combat, prend la forme d'un colossal gourdin de bois à deux mains. Les dommages de base sont de (FORx3)+Sphère de la nature. Le marteau de chêne divise par deux l'armure de tout adversaire possédant plus de 3 en Tendance Fatalité et s'utilise avec Armes contondantes en bénéficiant d'un bonus de +1/NR. Sa taille varie selon la force et la puissance du mage et permet de plus de Renverser en mêlée. Ce marteau perdure (Sphère de la nature x2) tours et peut être manipulé par toute personne possédant la Sphère de la nature.;enfants-de-heyra;Invoque un colossal gourdin de bois à deux mains, dont les dommages de base sont (FOR ×3) + Sphère de la nature. Divise par deux l'armure de tout adversaire ayant plus de 3 en Tendance Fatalité, s'utilise avec Armes contondantes avec un bonus de +1 par NR, et permet de Renverser en mêlée. Sa taille varie selon la force et la puissance du mage. Perdure (Sphère de la nature × 2) tours et peut être manipulé par toute personne possédant la Sphère de la nature.;;SPHERE x2;round;;summoning,attack,combat
appel-des-fenndanns;Appel des Fenn'danns;3;45;Invocatoire;Nature;10;6;Tour;25;Cercle runique de la nature (Manuel+Conn. de la magie Diff.15), encens de Heyra (consommé), chant féerique (Don artistique : Chant Diff.15);Ce sort est à la fois une invocation et un rituel de présentation vis à vis des Fenn'dans, le peuple féerique de Heyra. Ce sort lance un appel paisible aux Fenn'dans dans les 10 km à la ronde. Ces derniers sont alors avertis de la présence du mage et de sa demande. Selon les créatures présentes, les réactions peuvent varier considérablement. Les Fenn'dans ne se montrent pas toujours, mais il y en aura toujours certains pour montrer au mage leur présence et tenter d'agir en sa faveur. Il peut s'agir de simples lumières bleutés, comme d'un arbre qui s'anime et écrase tout sur son passage. Au pire et si aucune aide n'est accordée, le refus sera justifié au mage par respect pour lui. Bien évidemment, ce sort n'oblige en rien le peuple ancien de Heyra à obéir au mage et encore moins à ses compagnons qui ne bénéficieront pas de la même tolérance. Bien souvent, ce sort est lancé en solitaire par les mages maîtrisant sa puissance. Pour en savoir plus sur les Fenn'danns et les Fenn'dreds, reportez-vous aux secrets des Grands Dragons (cf. l'écran de Prophecy).;enfants-de-heyra;"À la fois invocation et rituel de présentation : lance un appel paisible aux Fenn'dans dans les 10 km à la ronde, qui sont avertis de la présence du mage et de sa demande. Les réactions varient considérablement selon les créatures présentes ; certains montrent toujours leur présence et tentent d'agir en sa faveur. N'oblige en rien le peuple ancien de Heyra à obéir au mage, et encore moins à ses compagnons, qui ne bénéficient pas de la même tolérance. Si aucune aide n'est accordée, le refus est justifié au mage par respect pour lui.";L'aide peut prendre la forme de simples lumières bleutées comme d'un arbre qui s'anime et écrase tout sur son passage.;;;;summoning,communication,ritual
justice-de-la-terre;Justice de la terre;3;50;Invocatoire;Nature;6;1;Tour;17;Rune de la Terre, un peu de sang;En faisant couler son propre sang, le mage fait appel à la justice de Heyra pour que la fureur du Grand Dragon s'abatte sur son ennemi. Les manifestations de Heyra sont toujours différentes et, en fonction du sol et de l'environnement, peuvent prendre la forme d'une énorme racine venant enserrer sa cible, d'une salve d'énergie verdâtre jaillissant du sol, d'une nuée de créatures déchiquetant le victime, etc. La cible, située à moins de 25 +10/NR m, subit une attaque dont elle ne peut se défendre physiquement (pas de parade, esquive ou armure) et dont les dommages sont de 20 + 1D10 par point de sa propre Tendance Fatalité. Si le mage s'en sert à mauvais escient, contre une créature bienveillante ou un Elu de Heyra par exemple, c'est lui qui subit les dommages.;enfants-de-heyra;Le mage fait couler son propre sang pour appeler la fureur de Heyra sur son ennemi. La cible, à moins de (25 + 10 par NR) m, subit une attaque contre laquelle elle ne peut se défendre physiquement — ni parade, ni esquive, ni armure — infligeant 20 + 1D10 par point de sa propre Tendance Fatalité. Employé à mauvais escient, contre une créature bienveillante ou un Élu de Heyra, c'est le mage qui subit les dommages.;Les manifestations de Heyra sont toujours différentes et dépendent du sol et de l'environnement : une énorme racine venant enserrer la cible, une salve d'énergie verdâtre jaillissant du sol, une nuée de créatures déchiquetant la victime.;;;;attack,enemy,combat
